item	maxSpeakers	mostRecentTime	iso639_1	iso639_3	itemLabel	itemLabel_en
http://www.wikidata.org/entity/Q10961696	9100000	1991-01-01T00:00:00Z		swc		Congo Swahili
http://www.wikidata.org/entity/Q34004	9023000	2007-01-01T00:00:00Z	sn	sna	ChiShona	Shona
http://www.wikidata.org/entity/Q7918	9000000	2014-01-01T00:00:00Z	bg	bul	български език	Bulgarian
http://www.wikidata.org/entity/Q9299	9000000		sr	srp	српски језик	Serbian
http://www.wikidata.org/entity/Q5218	8900000	2017-01-01T00:00:00Z	qu	que	Qichwa	Quechua
http://www.wikidata.org/entity/Q3307894	8400000	2007-01-01T00:00:00Z		hmn		Hmong
http://www.wikidata.org/entity/Q35978	8200000	2007-01-01T00:00:00Z		hil	Hiligaynon	Hiligaynon
http://www.wikidata.org/entity/Q2356364	8000000	2004-01-01T00:00:00Z		bfy		Bagheli
http://www.wikidata.org/entity/Q34152	8000000			shi	Taclḥit	Tachelhit
http://www.wikidata.org/entity/Q9091	7900000	2019-01-01T00:00:00Z	be	bel	беларуская мова	Belarusian
http://www.wikidata.org/entity/Q65455884	7856410	2011-01-01T00:00:00Z		rwr		Marwari
http://www.wikidata.org/entity/Q36096	7600000	2007-01-01T00:00:00Z		mos	Mooré	Mooré
http://www.wikidata.org/entity/Q33049	7600000	2007-01-01T00:00:00Z		bal		Balochi
http://www.wikidata.org/entity/Q34124	7507780	2019-01-01T00:00:00Z	ti	tir	ቋንቋ ትግርኛ	Tigrinya
http://www.wikidata.org/entity/Q33845	7500000			nap	Lengua napulitana	Neapolitan
http://www.wikidata.org/entity/Q33882	7430000			vmw		Makhuwa
http://www.wikidata.org/entity/Q34239	7400000	2007-01-01T00:00:00Z		kok		Konkani
http://www.wikidata.org/entity/Q36811	7250000			ckb	کوردیی ناوەندی	Sorani
http://www.wikidata.org/entity/Q33965	7200000			sat	ᱥᱟᱱᱛᱟᱲᱤ ᱯᱟᱹᱨᱥᱤ	Santali
http://www.wikidata.org/entity/Q9246	7000000	2005-01-01T00:00:00Z	mn	mon	монгол хэл	Mongolian
http://www.wikidata.org/entity/Q765922	7000000	2001-01-01T00:00:00Z		sck		Nagpuri
http://www.wikidata.org/entity/Q6654	7000000		hr	hrv	hrvatski jezik	Croatian
http://www.wikidata.org/entity/Q33552	6900000	2011-01-01T00:00:00Z	ks	kas	کٲشِر زَبان	Kashmiri
http://www.wikidata.org/entity/Q8785	6700000	2100-01-01T00:00:00Z	hy	hye	հայերեն	Armenian
http://www.wikidata.org/entity/Q33587	6623000		ki	kik	Gĩgĩkũyũ	Gikuyu
http://www.wikidata.org/entity/Q5061628	6520000	2013-01-01T00:00:00Z		pst		Central Pashto
http://www.wikidata.org/entity/Q34173	6300000	1991-01-01T00:00:00Z		lua		Luba-Kasai
http://www.wikidata.org/entity/Q8748	6200000		sq	sqi	shqip	Albanian
http://www.wikidata.org/entity/Q565110	6029500	1983-01-01T00:00:00Z		nod	ᨣᩴᩤᨾᩮᩥᩬᨦ	Northern Thai
http://www.wikidata.org/entity/Q9035	6000000	2012-01-01T00:00:00Z	da	dan	dansk	Danish
http://www.wikidata.org/entity/Q33474	6000000	2004-01-01T00:00:00Z		lmn		Lambadi
http://www.wikidata.org/entity/Q36983	6000000			umb		Umbundu
http://www.wikidata.org/entity/Q9058	6000000		sk	slk	slovenčina	Slovak
http://www.wikidata.org/entity/Q34340	6000000		st	sot	Sesotho	Sesotho
http://www.wikidata.org/entity/Q36943	5830000	2023-01-01T00:00:00Z		wal	Wolayttatto Doonaa	Wolayttattuwa
http://www.wikidata.org/entity/Q35853	5586000	2012-01-01T00:00:00Z		kab	Taqbaylit	Kabyle
http://www.wikidata.org/entity/Q13324	5530000	2007-01-01T00:00:00Z		min	Bahaso Minangkabau	Minangkabau
http://www.wikidata.org/entity/Q2638144	5430000			suk		Sukuma
http://www.wikidata.org/entity/Q25285	5427318	2015-01-01T00:00:00Z	tt	tat	татар теле	Tatar
http://www.wikidata.org/entity/Q1412	5413380	2012-01-01T00:00:00Z	fi	fin	suomi	Finnish
http://www.wikidata.org/entity/Q9211	5225552	2006-01-01T00:00:00Z	lo	lao	ພາສາລາວ	Lao
http://www.wikidata.org/entity/Q9043	5200000	2015-01-01T00:00:00Z		nor		Norwegian
http://www.wikidata.org/entity/Q7026	5100000	2021-01-01T00:00:00Z	ca	cat	català	Catalan
http://www.wikidata.org/entity/Q33190	5017800	2000-01-01T00:00:00Z		bug	ᨅᨗᨌᨑ ᨕᨘᨁᨗ	Bugis
http://www.wikidata.org/entity/Q33702	5016500		kg	kon	Kisikôngo	Kongo
http://www.wikidata.org/entity/Q5555465	5000000	2011-01-01T00:00:00Z		gpe	Ghanaian Pidgin English	Ghanaian Pidgin English
http://www.wikidata.org/entity/Q2605943	5000000	2002-01-01T00:00:00Z		wtm		Mewati
http://www.wikidata.org/entity/Q2992857	5000000			mtr		Mewari
http://www.wikidata.org/entity/Q25433	5000000			nds	Plattdüütsch	Low German
http://www.wikidata.org/entity/Q35876	4850000	1995-01-01T00:00:00Z	gn	grn	avañe'ẽ	Guarani
http://www.wikidata.org/entity/Q33973	4700000	2002-01-01T00:00:00Z		scn	sicilianu	Sicilian
http://www.wikidata.org/entity/Q33954	4600000	2017-01-01T00:00:00Z	sg	sag	Sängö	Sango
http://www.wikidata.org/entity/Q56546	4600000			czh		Huizhou Chinese
http://www.wikidata.org/entity/Q9255	4568480	2009-01-01T00:00:00Z	ky	kir	кыргыз тили	Kyrgyz
http://www.wikidata.org/entity/Q56508	4500000	2006-01-01T00:00:00Z		sou		Southern Thai
http://www.wikidata.org/entity/Q34137	4500000		tn	tsn	Setswana	Tswana
http://www.wikidata.org/entity/Q3510366	4473000			ayh		Hadhrami Arabic
http://www.wikidata.org/entity/Q1420205	4450000	2016-01-01T00:00:00Z		fuc		Pulaar
http://www.wikidata.org/entity/Q34174	4399000	2016-01-01T00:00:00Z		rif		Tarifit
http://www.wikidata.org/entity/Q56503	4320500			ayl		Libyan Arabic
http://www.wikidata.org/entity/Q1066787	4165700			uzs		Southern Uzbek
http://www.wikidata.org/entity/Q33368	4100000	2002-01-01T00:00:00Z	lg	lug	Luganda	Luganda
http://www.wikidata.org/entity/Q33890	4100000			nso	Sepedi	Northern Sotho
http://www.wikidata.org/entity/Q4627	4000000	2020-01-01T00:00:00Z	ay	aym	Aymar aru	Aymara
http://www.wikidata.org/entity/Q34159	4000000	2004-01-01T00:00:00Z		tpi	Tok Pisin	Tok Pisin
http://www.wikidata.org/entity/Q11732445	4000000	2001-01-01T00:00:00Z		wry		Merwari
http://www.wikidata.org/entity/Q33070	4000000	2000-01-01T00:00:00Z		ban	Basa Bali	Balinese
http://www.wikidata.org/entity/Q56410	4000000			ksw		S'gaw Karen
http://www.wikidata.org/entity/Q9083	4000000		lt	lit	lietuvių kalba	Lithuanian
http://www.wikidata.org/entity/Q25167	4000000		nb	nob	bokmål	Bokmål
http://www.wikidata.org/entity/Q33813	4000000			blu		Miao
http://www.wikidata.org/entity/Q33754	3900000	2002-01-01T00:00:00Z		lmo	Lengua lombarda	Lombard
http://www.wikidata.org/entity/Q2574767	3893000	2009-01-01T00:00:00Z		kam		Kamba
http://www.wikidata.org/entity/Q56231	3763900			mey		Hassaniya Arabic
http://www.wikidata.org/entity/Q8108	3700000	2014-01-01T00:00:00Z	ka	kat	ქართული ენა	Georgian
http://www.wikidata.org/entity/Q34257	3700000		wo	wol	Wolof	Wolof
http://www.wikidata.org/entity/Q5575236	3633900	2000-01-01T00:00:00Z		gom		Goan Konkani
http://www.wikidata.org/entity/Q33052	3600000			bem		Bemba
http://www.wikidata.org/entity/Q27683	3500032	2000-01-01T00:00:00Z		ace	Aceh	Acehnese
http://www.wikidata.org/entity/Q9303	3500000	2008-01-01T00:00:00Z	bs	bos	bosanski jezik	Bosnian
http://www.wikidata.org/entity/Q33151	3500000	2000-01-01T00:00:00Z		bjn	Bahasa Banjar	Banjar
http://www.wikidata.org/entity/Q33229	3310000	2001-01-01T00:00:00Z		bhb		Bhili
http://www.wikidata.org/entity/Q36186	3300000			myq		Maninka
http://www.wikidata.org/entity/Q13356	3270000	1993-01-01T00:00:00Z		mzn	مازرونی زوون	Mazanderani
http://www.wikidata.org/entity/Q35939	3200000	2000-01-01T00:00:00Z		jam	Jumiekan Patwa	Jamaican Patois
http://www.wikidata.org/entity/Q32238	3160000	2013-01-01T00:00:00Z		dag	Dagbanli	Dagbani
http://www.wikidata.org/entity/Q34279	3100000			war	Winaray	Waray
http://www.wikidata.org/entity/Q12952252	3050000	2004-01-01T00:00:00Z		bgp		Eastern Balochi
http://www.wikidata.org/entity/Q34831	3000000	2022-01-01T00:00:00Z		abr		Bono
http://www.wikidata.org/entity/Q3436689	3000000	2013-01-01T00:00:00Z		bzs		Brazilian Sign Language
http://www.wikidata.org/entity/Q10867404	3000000	2013-01-01T00:00:00Z		msi		Sabah Malay
http://www.wikidata.org/entity/Q33459	3000000	2000-01-01T00:00:00Z		gbm		Garhwali
http://www.wikidata.org/entity/Q49741	3000000	1998-01-01T00:00:00Z		tzm	ⵜⴰⵎⴰⵣⵉⵖⵜ	Central Atlas Tamazight
http://www.wikidata.org/entity/Q180937	3000000			als		Tosk
http://www.wikidata.org/entity/Q1496597	3000000			sdh	کوردی	Southern Kurdish
http://www.wikidata.org/entity/Q5414796	3000000			luo		Dholuo
http://www.wikidata.org/entity/Q36850	3000000		tw	twi	Twi	Twi
http://www.wikidata.org/entity/Q56482	3000000			shn	လိၵ်ႈတႆး	Shan
http://www.wikidata.org/entity/Q30005	3000000		ee	ewe	Eʋegbe	Ewe
http://www.wikidata.org/entity/Q1775361	2984453	2011-01-01T00:00:00Z		gon		Gondi
http://www.wikidata.org/entity/Q6399808	2704030	2016-01-01T00:00:00Z		khk		Khalkha Mongolian
http://www.wikidata.org/entity/Q32706	2700000			dyu		Dioula
http://www.wikidata.org/entity/Q33243	2700000		bm	bam	Bamanankan	Bambara
http://www.wikidata.org/entity/Q35377	2693000	2020-01-01T00:00:00Z		efi		Efik
http://www.wikidata.org/entity/Q34138	2680000			tum	Chitumbuka	Tumbuka
http://www.wikidata.org/entity/Q6433240	2630000	2011-01-01T00:00:00Z		spv		Sambalpuri
http://www.wikidata.org/entity/Q33657	2550000	2023-01-01T00:00:00Z		glk	گيلکي زوان	Gilaki
http://www.wikidata.org/entity/Q33284	2500000	1990-01-01T00:00:00Z		bcl	Bikol Sentral	Central Bikol
http://www.wikidata.org/entity/Q56583	2500000			cpx		Pu-Xian Min
http://www.wikidata.org/entity/Q9307	2500000		gl	glg	lingua galega	Galician
http://www.wikidata.org/entity/Q33990	2400000	2019-01-01T00:00:00Z		sus		Susu
http://www.wikidata.org/entity/Q36121	2400000			pam	Kapampángan	Kapampangan
http://www.wikidata.org/entity/Q9063	2400000		sl	slv	slovenščina	Slovene
http://www.wikidata.org/entity/Q3270727	2390000	2014-01-01T00:00:00Z		cgg		Kiga
http://www.wikidata.org/entity/Q33274	2300000	2020-01-01T00:00:00Z		shy		Shawiya
http://www.wikidata.org/entity/Q33529	2300000	1998-01-01T00:00:00Z		kfy		Kumaoni
http://www.wikidata.org/entity/Q13207	2300000			nyn		Runyankole
http://www.wikidata.org/entity/Q33424	2300000			iba	jaku Iban	Iban
http://www.wikidata.org/entity/Q33398	2221000	2000-01-01T00:00:00Z		haz		Hazaragi
http://www.wikidata.org/entity/Q35670	2100000	2014-01-01T00:00:00Z		laj		Lango
http://www.wikidata.org/entity/Q35107	2100000			bci		Baoulé
http://www.wikidata.org/entity/Q34014	2034200		ss	ssw	SiSwati	Swazi
http://www.wikidata.org/entity/Q143	2000000	2017-01-01T00:00:00Z	eo	epo	Esperanto	Esperanto
http://www.wikidata.org/entity/Q56323	2000000	2007-01-01T00:00:00Z		gmo		Gamo-Gofa-Dawro
http://www.wikidata.org/entity/Q34235	2000000	2000-01-01T00:00:00Z		iii		Nuosu
http://www.wikidata.org/entity/Q699284	2000000	1998-01-01T00:00:00Z		sxu		Upper Saxon
http://www.wikidata.org/entity/Q35541	2000000	1998-01-01T00:00:00Z		wes	Wes Cos	Cameroon Pidgin
http://www.wikidata.org/entity/Q32730	2000000	1997-01-01T00:00:00Z		dgo		Dogri
http://www.wikidata.org/entity/Q33017	2000000	1991-01-01T00:00:00Z		bbc	Hata Batak Toba	Toba Batak
http://www.wikidata.org/entity/Q1294047	2000000			sas		Sasak
http://www.wikidata.org/entity/Q36486	2000000			shk		Shilluk
http://www.wikidata.org/entity/Q36494	2000000			quc		K’iche’
http://www.wikidata.org/entity/Q9296	2000000		mk	mkd	македонски јазик	Macedonian
http://www.wikidata.org/entity/Q15085	2000000			pms	Lenga piemontèisa	Piedmontese
http://www.wikidata.org/entity/Q32724	2000000			vec	vèneto	Venetian
http://www.wikidata.org/entity/Q33492	2000000			kru		Kurukh
http://www.wikidata.org/entity/Q34251	2000000			tcy	ತುಳು ಪಾತೆರೊ	Tulu
http://www.wikidata.org/entity/Q35100	2000000			pcc		Bouyei
http://www.wikidata.org/entity/Q8054983	1980000	2007-01-01T00:00:00Z		zyb		Yongbei Zhuang
http://www.wikidata.org/entity/Q33291	1935500	2016-01-01T00:00:00Z		fon	Fɔn	Fon
http://www.wikidata.org/entity/Q2426319	1890815	2011-01-01T00:00:00Z		bgq		Bagri
